iter	Logloss
118	0.1541062039
119	0.1527403429
120	0.1518731393
121	0.1504877715
122	0.1492621463
123	0.1479435651
124	0.1464370829
125	0.1452033087
126	0.1438743176
127	0.1428148533
128	0.1418791515
129	0.140564071
130	0.1394854852
131	0.138667812
132	0.137456451
133	0.1362952681
134	0.1356141032
135	0.1343250043
136	0.1331999514
137	0.1321125621
138	0.1313979845
139	0.1305603425
140	0.1298223615
141	0.1291151043
142	0.128239959
143	0.1275395245
144	0.1264012239
145	0.1254455761
146	0.1248252867
147	0.1240424393
148	0.1229771017
149	0.1221049285
150	0.1213279576
151	0.120673959
152	0.1198273438
153	0.1189440702
154	0.1184190392
155	0.1176963514
156	0.1168602248
157	0.1159352337
158	0.1151797369
159	0.1142989776
160	0.1135156309
161	0.1128782964
162	0.1121784584
163	0.1113714899
164	0.1107081278
165	0.1099675834
166	0.109155559
167	0.1084099641
168	0.1075767694
169	0.1067656557
170	0.106169453
171	0.105395874
172	0.1046422655
173	0.1040374799
174	0.1031617528
175	0.1024556569
176	0.1016227825
177	0.1008875894
178	0.1001860158
179	0.0996293354
180	0.09898009404
181	0.09819859753
182	0.09763231136
183	0.09690331334
184	0.0962000823
185	0.09562011674
186	0.09520297692
187	0.0945521416
188	0.09403801089
189	0.09345728238
190	0.09287198414
191	0.09226590425
192	0.0917439788
193	0.0912397606
194	0.09090072538
195	0.09034340336
196	0.08988745403
197	0.08930821587
198	0.08853850763
199	0.08796466423
200	0.08754357136
201	0.08674526811
202	0.08650957175
203	0.08615488837
204	0.08576024112
205	0.08530426597
206	0.08474452152
207	0.08435977778
208	0.08379324338
209	0.08331598973
210	0.08301026731
211	0.08244649172
212	0.0819181064
213	0.0813695625
214	0.0807130709
215	0.08041981749
216	0.08002344656
217	0.07951335622
218	0.07911537699
219	0.07878234486
220	0.07825166789
221	0.07769805448
222	0.07728569097
223	0.07687198747
224	0.0763622069
225	0.07612487072
226	0.07566042945
227	0.07546231077
228	0.07506300219
229	0.07461758577
230	0.07428666908
231	0.07379730122
232	0.07354236941
233	0.07316204301
234	0.07284281134
235	0.07251975536
236	0.07215869977
237	0.07182759946
238	0.07145959456
239	0.07104285536
240	0.07069097912
241	0.07029696026
242	0.07013294789
243	0.06976502292
244	0.06926715636
245	0.06899122019
246	0.06871694131
247	0.06843231329
248	0.06811441383
249	0.06769485179
250	0.06735383968
251	0.06709337916
252	0.06684881545
253	0.06659276507
254	0.0662821969
255	0.06598525822
256	0.06568606637
257	0.06532643651
258	0.06504002122
259	0.06476019112
260	0.06445683161
261	0.06417853755
262	0.06390898159
263	0.06365393015
264	0.06340263649
265	0.0631103781
266	0.0629205719
267	0.06274687488
268	0.06250654546
269	0.0622012369
270	0.06195247975
271	0.0616892403
272	0.06151031602
273	0.06114425864
274	0.06090513019
275	0.06060887591
276	0.06038272626
277	0.06012486172
278	0.05987187332
279	0.0595931956
280	0.05934631023
281	0.05907235966
282	0.05870641761
283	0.05823334432
284	0.05807847061
285	0.05784872266
286	0.05764747119
287	0.0573714766
288	0.05705854734
289	0.05671204304
290	0.05644586644
291	0.05623247102
292	0.0559572525
293	0.05565848092
294	0.0553747411
295	0.05516078488
296	0.05488401249
297	0.05463370762
298	0.05441649639
299	0.05418949602
300	0.0539989802
301	0.05369566859
302	0.05358137302
303	0.0534239272
304	0.05326398853
305	0.05305893981
306	0.05287301015
307	0.05268768157
308	0.05244086293
309	0.0522432417
310	0.05200416438
311	0.05187604229
312	0.05159279694
313	0.05141240357
314	0.05121995543
315	0.05105217106
316	0.05083865521
317	0.05062722693
318	0.05038063453
319	0.05023502634
320	0.04991049237
321	0.04969484569
322	0.04946992667
323	0.04930136899
324	0.04909430134
325	0.04897138614
326	0.04877610213
327	0.04858229953
328	0.04844459965
329	0.04820754652
330	0.04802363979
331	0.04783992577
332	0.04765208573
333	0.04746629243
334	0.04729469088
335	0.04705774946
336	0.04687285833
337	0.04671676028
338	0.04654581296
339	0.04638132583
340	0.04620665997
341	0.04606365741
342	0.04589547616
343	0.04574762431
344	0.04562797794
345	0.04544516291
346	0.04527131996
347	0.04510246628
348	0.04498391063
349	0.04477687811
350	0.04461423358
351	0.04455446581
352	0.04439586652
353	0.04420445769
354	0.04404794677
355	0.04384294532
356	0.04373808919
357	0.04360276222
358	0.04344680631
359	0.0432763008
360	0.04306603052
361	0.0429562159
362	0.04286447495
363	0.04272958886
364	0.04257971034
365	0.04242413482
366	0.0422459977
367	0.04213409134
368	0.0420185042
369	0.04186265641
370	0.04172013562
371	0.04154850669
372	0.0414525056
373	0.04125596695
374	0.04113837087
375	0.04101407136
376	0.04087566714
377	0.04077683372
378	0.04067783784
379	0.0405264386
380	0.04036294117
381	0.04018398443
382	0.04005827122
383	0.03994439004
384	0.03986257921
385	0.0397104299
386	0.03959584084
387	0.03948858944
388	0.03932037957
389	0.0391523485
390	0.03898986457
391	0.03886768409
392	0.03873855785
393	0.03857194556
394	0.03845984842
395	0.03832506977
396	0.03818663656
397	0.03806359561
398	0.03786213802
399	0.03774401078
400	0.03763675401
401	0.03743999297
402	0.03728220633
403	0.03714798367
404	0.03705003597
405	0.03689200857
406	0.03677554839
407	0.03665003348
408	0.03654286454
409	0.03645245101
410	0.03636758139
411	0.03627573712
412	0.03612916023
413	0.03596120735
414	0.03589388129
415	0.03580576036
416	0.03570360009
417	0.03556692575
418	0.03540937813
419	0.0352862437
420	0.03515216335
421	0.03502071164
422	0.03488764212
423	0.03480287163
424	0.03467785235
425	0.03457278433
426	0.03444592737
427	0.03434345286
428	0.03423959876
429	0.03414624068
430	0.03403918174
431	0.03390615989
432	0.03377780532
433	0.03368394124
434	0.03360429149
435	0.03346229502
436	0.03337735428
437	0.03329854086
438	0.03319396636
439	0.03312756853
440	0.03304879796
441	0.0329760942
442	0.03286109145
443	0.03275888375
444	0.0326780121
445	0.03263431563
446	0.03254577814
447	0.03240563352
448	0.03227136862
449	0.03215573783
450	0.03202208361
451	0.03192123958
452	0.03181053565
453	0.03172505618
454	0.03159024628
455	0.03150711634
456	0.03142576241
457	0.0313429323
458	0.03125509863
459	0.03117619573
460	0.03107874028
461	0.03098578915
462	0.03092531229
463	0.03085061118
464	0.03073925662
465	0.03067550389
466	0.03059093553
467	0.03049264194
468	0.03039487279
469	0.03030804796
470	0.0302394283
471	0.03012839229
472	0.03006304052
473	0.02989953413
474	0.02982522497
475	0.02972825066
476	0.029651035
477	0.02955982744
478	0.029439227
479	0.02938758875
480	0.0293145447
481	0.02923750811
482	0.02914501232
483	0.02906765884
484	0.02900744984
485	0.02889241224
486	0.02881252235
487	0.02870427357
488	0.02860584563
489	0.0285121848
490	0.02840659516
491	0.02831553496
492	0.0282343695
493	0.02815699981
494	0.0280818514
495	0.02797362984
496	0.02789109831
497	0.02781777256
498	0.0277290338
499	0.02766303741
500	0.02760990683
501	0.02756761021
502	0.02753348989
503	0.02749835532
504	0.02742092342
505	0.02731605394
506	0.02723016819
507	0.02715198338
508	0.02707762533
509	0.02696546708
510	0.02688499048
511	0.02682107497
512	0.02674783279
513	0.02665826728
514	0.02657568666
515	0.02653012007
516	0.02648038071
517	0.02643269151
518	0.02635887878
519	0.02628503311
520	0.0262014012
521	0.02612689231
522	0.02607406833
523	0.02599724292
524	0.02593616677
525	0.02587924159
526	0.02580836876
527	0.02572524578
528	0.02563839971
529	0.02558292681
530	0.02554247322
531	0.02550180643
532	0.02540020563
533	0.02535502314
534	0.02525867495
535	0.02516855527
536	0.02507252986
537	0.02502502393
538	0.02495188152
539	0.02486613061
540	0.02479526723
541	0.02474079125
542	0.02465818755
543	0.02459069599
544	0.02451490289
545	0.02446175225
546	0.02439844023
547	0.02431971411
548	0.02427130024
549	0.02422855931
550	0.02417251305
551	0.02411940808
552	0.02406385409
553	0.0240436826
554	0.02399018211
555	0.02389896956
556	0.02383683518
557	0.02377142738
558	0.0237077027
559	0.02364370737
560	0.02359939945
561	0.02354298271
562	0.02348664987
563	0.02341009403
564	0.02337364626
565	0.02334431405
566	0.02328225539
567	0.0232305037
568	0.02318436977
569	0.0231255716
570	0.02308423126
571	0.02299924915
572	0.02295289365
573	0.02290792958
574	0.02283406466
575	0.02277082483
576	0.02272736699
577	0.02268078256
578	0.02262483727
579	0.02257417419
580	0.02252946949
581	0.02247171192
582	0.02242707181
583	0.0223590475
584	0.02230807774
585	0.02223705619
586	0.02217639668
587	0.02213800071
588	0.02205860684
589	0.02198279055
590	0.02194339077
591	0.0218984097
592	0.02185405693
593	0.02181334954
594	0.02174122692
595	0.02168655409
596	0.02161390876
597	0.02155522968
598	0.02149049037
599	0.02145349673
600	0.02138732372
601	0.02135229122
602	0.02131361061
603	0.02125742295
604	0.02119723368
605	0.02114508566
606	0.02109363144
607	0.02105067827
608	0.02099115614
609	0.02096441997
610	0.02090923953
611	0.02085691024
612	0.02080428566
613	0.02074520719
614	0.02068578084
615	0.02063897964
616	0.02058324648
617	0.02052336292
618	0.02047334357
619	0.02043802067
620	0.02038520987
621	0.02033185597
622	0.02027708751
623	0.02026253482
624	0.02020451154
625	0.02014829431
626	0.02009186159
627	0.02005739664
628	0.02000713547
629	0.0199594115
630	0.01992119302
631	0.01987762301
632	0.01982331918
633	0.01979564559
634	0.01973194331
635	0.01967104693
636	0.01962694008
637	0.01958149166
638	0.01955603285
639	0.01950427599
640	0.01945285158
641	0.01940431419
642	0.01936352434
643	0.01931651796
644	0.01926993748
645	0.01923904014
646	0.01918373259
647	0.01913439049
648	0.01909001673
649	0.01902934363
650	0.01896987738
651	0.0189194983
652	0.0188652927
653	0.01882665894
654	0.01877549526
655	0.01874778421
656	0.01869763279
657	0.0186444722
658	0.01859583529
659	0.0185513568
660	0.01850972987
661	0.01846459707
662	0.01842272382
663	0.01836215331
664	0.01831434673
665	0.01826878573
666	0.01823971277
667	0.01820491438
668	0.01817330963
669	0.01813541718
670	0.01808812098
671	0.01805573268
672	0.01801314975
673	0.01797342945
674	0.01792396299
675	0.01787582552
676	0.01782962239
677	0.01780448398
678	0.0177759413
679	0.01774270748
680	0.01769551077
681	0.01766671137
682	0.01764406403
683	0.01759297686
684	0.01754347178
685	0.01751200863
686	0.01747620292
687	0.01743475423
688	0.01740671555
689	0.01738927239
690	0.0173446632
691	0.01731663002
692	0.01728332739
693	0.01724229597
694	0.01720956341
695	0.01718417993
696	0.01715357323
697	0.01712266461
698	0.01708310275
699	0.01704816338
700	0.01700837632
701	0.01697479997
702	0.01693723042
703	0.01687394972
704	0.0168519726
705	0.01682085651
706	0.0167907642
707	0.01675579373
708	0.01673604359
709	0.01670450714
710	0.01665150244
711	0.0166260006
712	0.01656561138
713	0.0165379134
714	0.01648921706
715	0.01646586867
716	0.01642867722
717	0.01639060459
718	0.01635630915
719	0.01631314798
720	0.01628301812
721	0.01624615248
722	0.01622052212
723	0.0161739234
724	0.01612839185
725	0.01608063384
726	0.01605607977
727	0.01602571319
728	0.0159893943
729	0.01593695009
730	0.01588855835
731	0.01584917326
732	0.01579817621
733	0.01577061517
734	0.01572576079
735	0.01570595484
736	0.01565358152
737	0.01562803747
738	0.01559322084
739	0.01556247941
740	0.01553459228
741	0.01550142605
742	0.01545346422
743	0.01541457245
744	0.01538472303
745	0.0153536301
746	0.01531521781
747	0.01528310814
748	0.01525175352
749	0.01521346872
750	0.01516955907
751	0.0151382061
752	0.01511462741
753	0.01507673746
754	0.01506305296
755	0.01502282623
756	0.01499172822
757	0.01494984273
758	0.01491409115
759	0.01489223656
760	0.01485800333
761	0.01481737116
762	0.01478369156
763	0.01475056757
764	0.01471187711
765	0.01468021131
766	0.01464546897
767	0.01461837517
768	0.01459722367
769	0.01456999855
770	0.01454234572
771	0.01450363116
772	0.01447673293
773	0.01445313569
774	0.01443413748
775	0.01440624074
776	0.01436661984
777	0.01432260638
778	0.01429668286
779	0.01427271212
780	0.01424325294
781	0.0142011774
782	0.01416792273
783	0.01413719611
784	0.01411386409
785	0.01407931183
786	0.0140579101
787	0.01403556323
788	0.01401087514
789	0.01398271276
790	0.01395250534
791	0.01391096892
792	0.01388914728
793	0.01385527652
794	0.01382465598
795	0.01379053038
796	0.01376980374
797	0.01374650084
798	0.01371697539
799	0.01369573838
800	0.01367239261
801	0.01365500099
802	0.01363622483
803	0.01360868014
804	0.01358724697
805	0.01357273622
806	0.01354470632
807	0.01352054349
808	0.01348553706
809	0.01346323605
810	0.01344560768
811	0.01341787763
812	0.01339136698
813	0.01337226497
814	0.0133456184
815	0.01331429086
816	0.01328986032
817	0.01327059326
818	0.0132464687
819	0.01321733969
820	0.01318861514
821	0.01315522011
822	0.01313111349
823	0.01310782638
824	0.01307647033
825	0.01305998726
826	0.01303362274
827	0.01300960448
828	0.01298526566
829	0.01298039242
830	0.01295862166
831	0.01293561213
832	0.01291355775
833	0.01287714267
834	0.01284263499
835	0.01281331329
836	0.01278670992
837	0.01276182466
838	0.01274779549
839	0.01271444966
840	0.01268775675
841	0.0126828094
842	0.01265944996
843	0.01262713469
844	0.01260422442
845	0.01257849452
846	0.01255683158
847	0.01252573096
848	0.01249910662
849	0.01247688625
850	0.01246200601
851	0.01244098234
852	0.01241447167
853	0.01239259056
854	0.01235903908
855	0.0123391844
856	0.0123266373
857	0.01230635886
858	0.01228273313
859	0.01225671538
860	0.01222894674
861	0.01219543914
862	0.01216226139
863	0.01214081656
864	0.01212250669
865	0.01210628983
866	0.01208664513
867	0.01206903392
868	0.01206077432
869	0.01203924464
870	0.01201860775
871	0.01199247861
872	0.01197309203
873	0.01195232315
874	0.01192304638
875	0.01190094795
876	0.01188499779
877	0.01184389341
878	0.01182795185
879	0.01180594473
880	0.0117837871
881	0.01174903909
882	0.01172780716
883	0.0117070753
884	0.01167879314
885	0.011655454
886	0.01163702575
887	0.01161273085
888	0.01159245999
889	0.01157017223
890	0.01154909381
891	0.01152564123
892	0.01150628486
893	0.01147588155
894	0.01145934079
895	0.01144149247
896	0.01142253107
897	0.01140344614
898	0.0113800086
899	0.01136290719
900	0.01133839156
901	0.01133474465
902	0.01131027706
903	0.01129992667
904	0.011276837
905	0.01125491405
906	0.01123959446
907	0.01121695726
908	0.01119618065
909	0.01117368318
910	0.01116127544
911	0.01114994652
912	0.01113748415
913	0.01111773488
914	0.01110297279
915	0.01108010083
916	0.0110673698
917	0.01105221928
918	0.01103715507
919	0.01101813554
920	0.01098659334
921	0.01097460678
922	0.0109545283
923	0.01093225524
924	0.01090531184
925	0.01089355478
926	0.01087676816
927	0.01086123374
928	0.01083358789
929	0.01080842136
930	0.01078271952
931	0.01076665658
932	0.01075503477
933	0.01073046053
934	0.01071029264
935	0.01069531057
936	0.0106637813
937	0.01064292343
938	0.0106121716
939	0.01060025172
940	0.01057679578
941	0.01055759009
942	0.01053823173
943	0.01052066232
944	0.01050557342
945	0.01048722087
946	0.0104675144
947	0.01045554492
948	0.01043582813
949	0.01043347676
950	0.01041340759
951	0.01039649662
952	0.01037866287
953	0.01036600008
954	0.0103524518
955	0.01033331688
956	0.01031340377
957	0.01031140995
958	0.010296251
959	0.01027812353
960	0.01026857494
961	0.01025010495
962	0.01023317336
963	0.01020516638
964	0.01018912671
965	0.01016837073
966	0.01015423602
967	0.01014089588
968	0.0101239417
969	0.0101003881
970	0.0100838766
971	0.01007106655
972	0.01005430878
973	0.01003104046
974	0.01002335697
975	0.01000719989
976	0.009996258899
977	0.009982719239
978	0.009965631807
979	0.009964616022
980	0.00995080467
981	0.009936526258
982	0.009910003496
983	0.009892467953
984	0.009875525707
985	0.009854205015
986	0.009829882494
987	0.009826860076
988	0.009806251766
989	0.009786001784
990	0.009779247006
991	0.009764206559
992	0.009761756554
993	0.009749349014
994	0.009739606376
995	0.009718377454
996	0.009693257083
997	0.009690600419
998	0.009688634966
999	0.009667498842
